Crop_Year,State_Name,Crop,Season,Production,Area
2008,Nagaland,Potato,Kharif,35.79,2.91
2011,Telangana,Castor seed,Kharif,35.728,91.522
1998,Haryana,Sunflower,Rabi,35.7,24.721
2003,Meghalaya,Jute,Kharif,35.699,4.043
2002,Tamil Nadu,Grapes,Whole Year,35.665,2.444
2010,Andhra Pradesh,Moong(Green Gram),Rabi,35.591,101.319
2005,Chhattisgarh,Groundnut,Kharif,35.525,32.816
1999,West Bengal,Urad,Kharif,35.523,60.254
2012,Andhra Pradesh,Ragi,Kharif,35.518,34.036
2002,Odisha,Ragi,Kharif,35.5016,77.095
2005,Meghalaya,Jute,Kharif,35.499,4.017
2002,West Bengal,Groundnut,Summer,35.48,22.596
1998,Telangana,Sunflower,Kharif,35.4,48.9
2008,West Bengal,Turmeric,Whole Year,35.372,15.216
2009,Chhattisgarh,Sugarcane,Whole Year,35.356,6.788
2002,Telangana,Papaya,Whole Year,35.351,0.271
2012,West Bengal,Khesari,Rabi,35.325,28.488
2006,Meghalaya,Jute,Rabi,35.304,3.967
2007,Odisha,Urad,Winter,35.2974,106.962
2008,Telangana,Urad,Kharif,35.267,54.675
2000,Tamil Nadu,Chillies,Whole Year,35.263,66.601
2004,Odisha,Moong(Green Gram),Summer,35.2583,111.395
1998,Bihar,Barley,Rabi,35.057,27.966
2001,Gujarat,Jowar,Rabi,35,44.1
2010,Maharashtra,Sunflower,Kharif,35,68.8
2002,Nagaland,Soyabean,Kharif,35,26
2000,Nagaland,Sugarcane,Whole Year,35,0.7
2011,Punjab,Peas & beans (Pulses),Rabi,35,28
1998,West Bengal,Groundnut,Whole Year,34.994,30.157
2001,Chhattisgarh,Urad,Kharif,34.993,113.521
2010,Nagaland,Potato,Kharif,34.99,2.75
2004,Odisha,Garlic,Whole Year,34.918,11.044
2014,Arunachal Pradesh,Sugarcane,Whole Year,34.9,1.79
2007,Meghalaya,Jute,Kharif,34.877,3.982
1997,Uttar Pradesh,Sunflower,Rabi,34.865,25.799
2002,Chhattisgarh,Onion,Whole Year,34.83,4.145
1997,Uttar Pradesh,Linseed,Rabi,34.823,81.697
2007,West Bengal,Urad,Kharif,34.823,45.635
2009,Meghalaya,Jute,Kharif,34.792,3.928
2008,West Bengal,Urad,Kharif,34.769,50.246
1997,Andhra Pradesh,Jowar,Kharif,34.7,37.4
2001,Himachal Pradesh,Barley,Rabi,34.687,25.017
1997,Meghalaya,Jute,Kharif,34.683,4.243
2006,West Bengal,Urad,Kharif,34.664,53.388
2008,Andhra Pradesh,Moong(Green Gram),Rabi,34.629,101.802
2007,West Bengal,Turmeric,Whole Year,34.601,14.872
2008,Meghalaya,Jute,Kharif,34.588,3.951
2011,Meghalaya,Jute,Kharif,34.563,3.889
2014,Telangana,Moong(Green Gram),Kharif,34.548,69.848
2002,Maharashtra,Sesamum,Kharif,34.51,110.8
2009,Uttar Pradesh,Sesamum,Kharif,34.504,331.799
2012,Gujarat,Garlic,Whole Year,34.5,7.2
2011,Gujarat,Sesamum,Summer,34.5,70.8
2007,Karnataka,Potato,Summer,34.5,2.156
1997,Odisha,Groundnut,Autumn,34.433,37.462
2002,Gujarat,Jowar,Rabi,34.4,51.7
2008,Tamil Nadu,Sunflower,Whole Year,34.356,25.755
2010,Meghalaya,Jute,Kharif,34.354,3.881
2003,Odisha,Garlic,Whole Year,34.32,10.85
2006,Odisha,Moong(Green Gram),Summer,34.3122,127.125
2012,West Bengal,Urad,Kharif,34.295,50.996
2014,Uttar Pradesh,Moong(Green Gram),Summer,34.274,50.984
2001,Karnataka,Sunflower,Summer,34.27,41.936
2014,Assam,Urad,Rabi,34.237,52.83
2014,Andhra Pradesh,Sunflower,Rabi,34.218,39.011
2013,Karnataka,Safflower,Rabi,34.167,43.135
2013,Odisha,Ragi,Winter,34.1013,40.637
2007,Tamil Nadu,Chillies,Whole Year,34.084,67.408
2011,Karnataka,Safflower,Rabi,34.047,55.288
1999,Andhra Pradesh,Moong(Green Gram),Rabi,34.004,132.016
2000,Haryana,Maize,Kharif,34,15.429
2008,Punjab,Gram,Rabi,34,29
2009,Punjab,Gram,Rabi,34,30
2003,Punjab,Sunflower,Rabi,34,20
1997,Telangana,Sunflower,Kharif,34,77.3
2008,Kerala,Black pepper,Whole Year,33.991,153.711
2005,Karnataka,Turmeric,Whole Year,33.891,6.346
1999,Rajasthan,Urad,Kharif,33.876,119.758
2001,Telangana,Urad,Kharif,33.873,77.43
2006,Himachal Pradesh,Barley,Rabi,33.865,24.098
2001,Chhattisgarh,Onion,Whole Year,33.857,3.836
1997,Bihar,Barley,Rabi,33.855,29.606
2004,Tamil Nadu,Sesamum,Kharif,33.84,72.725
2002,Odisha,Garlic,Whole Year,33.83,10.7
2011,Maharashtra,Sunflower,Rabi,33.8,55.4
2007,West Bengal,Garlic,Kharif,33.728,3.414
2005,Karnataka,Sunflower,Summer,33.718,43.473
2004,Himachal Pradesh,Barley,Rabi,33.713,24.427
2013,Uttarakhand,Maize,Kharif,33.712,23.534
2002,Odisha,Turmeric,Whole Year,33.7,23.64
1997,Karnataka,Ragi,Rabi,33.696,27.104
2008,Karnataka,Sunflower,Summer,33.674,42.201
2012,Tamil Nadu,Moong(Green Gram),Kharif,33.674,118.615
2003,Chhattisgarh,Urad,Kharif,33.645,115.663
2006,Uttar Pradesh,Maize,Summer,33.635,25.366
2000,Rajasthan,Chillies,Whole Year,33.604,31.34
2006,Puducherry,Rice,Rabi,33.581,12.061
1998,Rajasthan,Garlic,Whole Year,33.544,11.402
2007,Chhattisgarh,Urad,Kharif,33.521,109.01
2004,Uttarakhand,Barley,Rabi,33.514,24.18
2003,Sikkim,Potato,Whole Year,33.44,7.47
2008,Arunachal Pradesh,Potato,Whole Year,33.405,4.063
2008,Uttar Pradesh,Urad,Summer,33.405,53.715
2011,Gujarat,Soyabean,Kharif,33.4,42.1
2008,Nagaland,Potato,Rabi,33.35,2.7
2012,Uttar Pradesh,Urad,Summer,33.328,48.188
2009,Andhra Pradesh,Moong(Green Gram),Rabi,33.327,83.641
2010,Madhya Pradesh,Linseed,Rabi,33.321,94.394
1997,Madhya Pradesh,Sesamum,Kharif,33.3,145.9
2004,West Bengal,Khesari,Rabi,33.277,35.048
2013,Maharashtra,Sunflower,Rabi,33.25,56
1999,West Bengal,Groundnut,Summer,33.214,23.233
1999,West Bengal,Potato,Summer,33.214,2.478
1997,Uttar Pradesh,Urad,Summer,33.21,70.54
2006,Chhattisgarh,Urad,Kharif,33.137,109.009
2008,Bihar,Sweet potato,Kharif,33.058,2.437
2014,Nagaland,Ginger,Kharif,33.02,3.62
2011,Gujarat,Moong(Green Gram),Summer,33,65.5
2011,Haryana,Jowar,Kharif,33,64.69
2007,Telangana,Urad,Kharif,33,70
2002,Jharkhand,Ragi,Autumn,32.9599,26.65973
2008,Tamil Nadu,Chillies,Whole Year,32.924,65.412
1997,Andhra Pradesh,Horse-gram,Rabi,32.9,73.1
2014,Assam,Sweet potato,Rabi,32.858,6.213
2000,Chhattisgarh,Urad,Kharif,32.851,116.722
1997,Odisha,Horse-gram,Winter,32.809,114.779
2010,Dadra and Nagar Haveli,Sugarcane,Winter,32.8,0.41
2001,Telangana,Banana,Whole Year,32.741,2.371
1999,Tamil Nadu,Chillies,Whole Year,32.696,58.302
2005,Rajasthan,Urad,Kharif,32.647,132.506
2001,Arunachal Pradesh,Potato,Whole Year,32.635,4.646
1997,Assam,Sweet potato,Whole Year,32.618,9.38
2014,Meghalaya,Tapioca,Kharif,32.551,5.349
2006,Tamil Nadu,Horse-gram,Whole Year,32.549,55.635
2003,Chhattisgarh,Onion,Whole Year,32.548,4.441
2003,Karnataka,Urad,Kharif,32.541,129.237
2005,Chhattisgarh,Urad,Kharif,32.496,111.872
1999,Himachal Pradesh,Barley,Rabi,32.496,25.901
2004,Rajasthan,Chillies,Whole Year,32.493,28.016
2002,Rajasthan,Moong(Green Gram),Kharif,32.466,514.602
1998,Rajasthan,Peas & beans (Pulses),Rabi,32.462,14.785
1999,Uttar Pradesh,Urad,Summer,32.452,66.86
2000,Rajasthan,Urad,Kharif,32.451,112.831
1998,Assam,Sweet potato,Whole Year,32.437,9.433
1999,Arunachal Pradesh,Potato,Whole Year,32.434,4.96
2014,Assam,Onion,Whole Year,32.421,8.283
2005,Karnataka,Black pepper,Whole Year,32.414,14.797
2011,Haryana,Onion,Whole Year,32.4,1.86
2003,Maharashtra,Sunflower,Kharif,32.4,89
2002,Gujarat,Moong(Green Gram),Kharif,32.3,140.2
2001,West Bengal,Urad,Kharif,32.299,49.291
2005,Dadra and Nagar Haveli,Rice,Kharif,32.296,12.903
2008,Tamil Nadu,Sesamum,Whole Year,32.242,63.693
2007,Tamil Nadu,Sesamum,Whole Year,32.201,74.376
2000,Andaman and Nicobar Islands,Rice,Kharif,32.184,10.881
2010,Himachal Pradesh,Barley,Rabi,32.174,22.339
2002,Uttarakhand,Maize,Kharif,32.127,28.506
2002,Andaman and Nicobar Islands,Rice,Kharif,32.11166,10.885
2011,Odisha,Jute,Autumn,32.084,3.91
2013,Telangana,Groundnut,Kharif,32.071,21.394
2004,West Bengal,Urad,Kharif,32.022,47.508
2013,Telangana,Jowar,Kharif,32.017,36.331
2013,Telangana,Jowar,Rabi,32.017,36.331
1997,Haryana,Jowar,Kharif,32,130
2005,Nagaland,Soyabean,Kharif,32,26.66
2011,Karnataka,Peas & beans (Pulses),Kharif,31.982,3.589
2000,Chhattisgarh,Groundnut,Kharif,31.965,34.187
2013,Meghalaya,Tapioca,Kharif,31.947,5.298
2011,Uttar Pradesh,Urad,Summer,31.944,48.109
2013,Nagaland,Ginger,Kharif,31.92,3.5
2014,Andhra Pradesh,Bajra,Kharif,31.913,24.755
2000,Rajasthan,Sesamum,Kharif,31.876,231.605
1999,Madhya Pradesh,Sesamum,Kharif,31.848,138.645
2009,Uttar Pradesh,Urad,Summer,31.837,51.359
2002,West Bengal,Urad,Kharif,31.833,48.645
2005,Tamil Nadu,Chillies,Whole Year,31.83,49.033
2012,Karnataka,Groundnut,Rabi,31.805,18.818
1999,Meghalaya,Jute,Kharif,31.781,4.235
2002,Andhra Pradesh,Maize,Kharif,31.749,32.761
2008,Uttar Pradesh,Sesamum,Kharif,31.736,192.438
1997,Punjab,Moong(Green Gram),Whole Year,31.7,49.3
2006,Arunachal Pradesh,Potato,Whole Year,31.689,3.985
2002,Madhya Pradesh,Chillies,Whole Year,31.62701,43.928
1998,Arunachal Pradesh,Potato,Whole Year,31.567,4.846
2002,Uttarakhand,Barley,Rabi,31.566,25.664
2006,Rajasthan,Urad,Kharif,31.557,107.946
1999,Karnataka,Ragi,Summer,31.533,15.784
2007,Uttar Pradesh,Maize,Summer,31.514,21.93
2006,Telangana,Potato,Whole Year,31.508,2.082
1998,Uttar Pradesh,Urad,Summer,31.501,68.355
2004,Chhattisgarh,Urad,Kharif,31.462,113.848
1998,Uttar Pradesh,Sunflower,Rabi,31.429,25.747
2006,Nagaland,Potato,Kharif,31.42,3.5
2008,Odisha,Groundnut,Autumn,31.4065,32.265
2003,Rajasthan,Chillies,Whole Year,31.373,27.145
2005,Rajasthan,Peas & beans (Pulses),Rabi,31.364,13.242
2008,Tamil Nadu,Moong(Green Gram),Whole Year,31.336,138.598
2012,Odisha,Ragi,Winter,31.335,39.551
2013,Assam,Urad,Rabi,31.319,54.001
2012,Assam,Tapioca,Kharif,31.306,3.866
2012,Gujarat,Jowar,Rabi,31.3,30.1
2009,Haryana,Onion,Whole Year,31.3,1.535
2008,Chhattisgarh,Urad,Kharif,31.28,106.086
1999,Andhra Pradesh,Jowar,Kharif,31.273,39.421
2007,Nagaland,Soyabean,Kharif,31.27,26.5
2009,Tamil Nadu,Chillies,Whole Year,31.23,58.476
1998,Bihar,Linseed,Rabi,31.226,50.569
2006,Uttarakhand,Rice,Rabi,31.208,9.923
2003,Telangana,Onion,Kharif,31.168,2.92
2003,West Bengal,Urad,Kharif,31.163,51.227
2011,Telangana,Urad,Kharif,31.137,44.434
2010,Himachal Pradesh,Potato,Rabi,31.098,3.823
2000,Karnataka,Maize,Summer,31.091,11.165
2013,Nagaland,Soyabean,Kharif,31.06,24.75
2014,Nagaland,Soyabean,Kharif,31.06,24.76
2009,Karnataka,Sesamum,Kharif,31.039,76.28
2001,Andhra Pradesh,Horse-gram,Rabi,31.023,57.342
2014,Punjab,Moong(Green Gram),Kharif,31,37
2013,Madhya Pradesh,Moong(Green Gram),Kharif,30.998,75.236
1999,Assam,Sweet potato,Whole Year,30.979,8.955
2004,Chhattisgarh,Soyabean,Kharif,30.978,32.336
2013,Madhya Pradesh,Sweet potato,Whole Year,30.914,4.776
2012,Nagaland,Soyabean,Kharif,30.88,24.67
2003,Andaman and Nicobar Islands,Rice,Kharif,30.85087,10.56137
2014,West Bengal,Gram,Rabi,30.844,26.177
2009,Maharashtra,Sunflower,Kharif,30.826,74
2011,Karnataka,Urad,Kharif,30.814,84.014
2002,West Bengal,Potato,Summer,30.807,2.395
2005,Tamil Nadu,Sesamum,Kharif,30.772,65.118
2012,Nagaland,Ginger,Kharif,30.73,3.37
2010,Odisha,Groundnut,Autumn,30.7281,32.004
2005,West Bengal,Urad,Kharif,30.714,48.605
2008,Karnataka,Potato,Summer,30.684,1.907
2011,Nagaland,Soyabean,Kharif,30.68,24.51
2007,Himachal Pradesh,Barley,Rabi,30.675,23.509
2007,Bihar,Sunflower,Rabi,30.646,22.052
2008,Bihar,Sunflower,Rabi,30.646,22.052
2007,Odisha,Groundnut,Autumn,30.6318,31.474
2004,Karnataka,Ragi,Rabi,30.621,44.613
2006,Nagaland,Soyabean,Kharif,30.62,25.48
2002,Himachal Pradesh,Barley,Rabi,30.614,23.596
2003,Andhra Pradesh,Horse-gram,Rabi,30.601,56.582
2009,Rajasthan,Urad,Kharif,30.572,116.381
2012,Uttar Pradesh,Moong(Green Gram),Summer,30.562,37.511
2011,Karnataka,Sesamum,Kharif,30.545,60.68
2005,Bihar,Sunflower,Kharif,30.541,22.713
2010,Telangana,Groundnut,Kharif,30.519,29.981
2013,Assam,Sweet potato,Rabi,30.513,6.046
2012,Chhattisgarh,Urad,Kharif,30.509,95.277
2006,Bihar,Sunflower,Rabi,30.506,22.828
2006,West Bengal,Khesari,Rabi,30.496,32.153
2003,Telangana,Grapes,Whole Year,30.475,1.597
2010,Nagaland,Soyabean,Kharif,30.43,24.35
2009,Karnataka,Chillies,Summer,30.415,6.605
2013,Punjab,Guar seed,Kharif,30.4,37.1
1999,Uttar Pradesh,Linseed,Rabi,30.386,69.201
2005,West Bengal,Khesari,Rabi,30.375,33.253
2009,Odisha,Jute,Autumn,30.368,2.935
2013,Arunachal Pradesh,Sugarcane,Whole Year,30.351,1.561
2000,Assam,Sweet potato,Whole Year,30.351,8.757
2011,Chhattisgarh,Banana,Whole Year,30.348,0.876
2012,Karnataka,Safflower,Rabi,30.32,48.296
2002,Chhattisgarh,Urad,Kharif,30.317,116.301
2013,Karnataka,Horse-gram,Kharif,30.301,60.159
2009,Odisha,Urad,Winter,30.2688,93.222
2010,West Bengal,Khesari,Rabi,30.222,25.778
1998,Puducherry,Rice,Rabi,30.22,13.961
2001,Dadra and Nagar Haveli,Rice,Kharif,30.197,13.493
2002,Arunachal Pradesh,Potato,Whole Year,30.183,4.335
2007,Rajasthan,Chillies,Whole Year,30.152,22.089
2012,Arunachal Pradesh,Sugarcane,Whole Year,30.151,1.53
2009,West Bengal,Potato,Summer,30.132,2.43
2014,Assam,Tapioca,Kharif,30.09,3.301
2007,Madhya Pradesh,Khesari,Rabi,30.078,51.415
2009,West Bengal,Urad,Kharif,30.072,43.007
2006,West Bengal,Turmeric,Whole Year,30.069,13.659
2010,Madhya Pradesh,Khesari,Rabi,30.033,52.782
2007,Andhra Pradesh,Jowar,Kharif,30,16
2011,Arunachal Pradesh,Sugarcane,Whole Year,30,1.55
2006,Haryana,Maize,Kharif,30,13.412
2011,Haryana,Maize,Kharif,30,11.045
1997,Nagaland,Maize,Kharif,30,30
1999,Nagaland,Sugarcane,Whole Year,30,0.6
2004,Telangana,Urad,Kharif,29.955,65.727
1997,Bihar,Linseed,Rabi,29.911,52.421
1998,Andhra Pradesh,Ragi,Rabi,29.9,14.8
2002,Uttar Pradesh,Urad,Summer,29.881,55.902
2014,Odisha,Moong(Green Gram),Winter,29.8459,97.798
1999,Rajasthan,Moth,Kharif,29.844,771.595
2005,Arunachal Pradesh,Potato,Whole Year,29.838,3.963
2011,Assam,Urad,Rabi,29.832,53.669
2004,Karnataka,Sunflower,Summer,29.797,45.93
2010,West Bengal,Potato,Summer,29.768,2.44
2012,Meghalaya,Tapioca,Kharif,29.749,4.983
2001,Uttar Pradesh,Urad,Rabi,29.7102,60.535
2011,West Bengal,Potato,Summer,29.706,2.455
2011,Uttar Pradesh,Moong(Green Gram),Summer,29.663,35.262
2003,Arunachal Pradesh,Potato,Whole Year,29.569,4.022
2005,Tamil Nadu,Sweet potato,Whole Year,29.555,1.417
2012,West Bengal,Gram,Rabi,29.552,25.135
2010,Chhattisgarh,Urad,Kharif,29.551,102.808
2009,Telangana,Groundnut,Kharif,29.465,36.907
2013,Kerala,Black pepper,Whole Year,29.408,84.065
2010,Madhya Pradesh,Moong(Green Gram),Kharif,29.404,83.782
2005,Himachal Pradesh,Barley,Rabi,29.361,25.235
2012,West Bengal,Potato,Summer,29.352,2.446
2013,West Bengal,Potato,Summer,29.352,2.446
2014,West Bengal,Potato,Summer,29.34,2.445
2013,Assam,Mesta,Kharif,29.293,4.444
2000,Odisha,Moong(Green Gram),Kharif,29.2899,147.44
2013,West Bengal,Gram,Rabi,29.268,24.903
2002,Karnataka,Sesamum,Kharif,29.253,74.423
2014,Chhattisgarh,Urad,Kharif,29.233,92.613
1999,Karnataka,Turmeric,Whole Year,29.203,6.704
2004,Karnataka,Sweet potato,Whole Year,29.199,3.583
2004,Andaman and Nicobar Islands,Rice,Kharif,29.19223,10.73492
2007,Arunachal Pradesh,Potato,Whole Year,29.173,3.843
2007,Maharashtra,Rice,Kharif,29.128,36.836
2011,Chhattisgarh,Urad,Kharif,29.066,98.154
2013,Uttarakhand,Barley,Rabi,29.054,21.317
2011,Andhra Pradesh,Ragi,Kharif,29.042,35.185
2002,Madhya Pradesh,Sesamum,Kharif,29.042,126.268
2006,Karnataka,Black pepper,Whole Year,29.025,13.726
2009,Tamil Nadu,Sesamum,Whole Year,29.021,62.677
2013,Chhattisgarh,Urad,Kharif,29.013,93.484
2003,Tamil Nadu,Sesamum,Kharif,29.004,83.835
1997,Assam,Mesta,Kharif,29.003,5.915
2002,Haryana,Maize,Kharif,29,15.886
2011,Punjab,Groundnut,Kharif,29,17
2007,Odisha,Ragi,Winter,28.9908,40.826
2005,Odisha,Groundnut,Autumn,28.9798,34.909
2010,Arunachal Pradesh,Sugarcane,Whole Year,28.974,1.508
2000,Uttar Pradesh,Urad,Rabi,28.9292,62.905
2002,Gujarat,Gram,Rabi,28.9,57.5
2007,Gujarat,Moth,Kharif,28.9,49.7
2009,Odisha,Groundnut,Autumn,28.8742,30.731
2009,Karnataka,Onion,Summer,28.828,3.777
2001,Bihar,Linseed,Rabi,28.819,40.599
2013,Assam,Onion,Whole Year,28.812,7.436
2006,Odisha,Groundnut,Autumn,28.7957,32.928
2002,Telangana,Grapes,Whole Year,28.774,1.494
2014,Assam,Wheat,Rabi,28.769,23.646
2007,Uttar Pradesh,Urad,Summer,28.758,51.281
1998,Himachal Pradesh,Potato,Rabi,28.756,3.251
2008,Karnataka,Sesamum,Kharif,28.745,56.234
2014,Telangana,Castor seed,Kharif,28.724,49.717
2011,Nagaland,Ginger,Kharif,28.72,3.15
2003,Karnataka,Sweet potato,Whole Year,28.718,3.58
2001,West Bengal,Khesari,Rabi,28.701,34.665
2001,Maharashtra,Sunflower,Kharif,28.7,80.4
2001,Assam,Sweet potato,Whole Year,28.665,8.343
2002,Telangana,Sunflower,Kharif,28.66,37.891
2002,Karnataka,Turmeric,Whole Year,28.603,6.596
2002,Karnataka,Maize,Summer,28.584,11.33
2009,Nagaland,Potato,Kharif,28.58,3.03
1998,Odisha,Urad,Winter,28.577,100.561
2006,Dadra and Nagar Haveli,Rice,Kharif,28.565,12.902
2010,Telangana,Sunflower,Whole Year,28.54,27.976
2006,Odisha,Urad,Winter,28.5296,92.126
2010,West Bengal,Urad,Kharif,28.462,45.02
2002,Assam,Sweet potato,Whole Year,28.46,8.243
1997,West Bengal,Khesari,Rabi,28.46,25.261
2006,Assam,Sweet potato,Whole Year,28.443,8.112
2005,Telangana,Urad,Kharif,28.415,63.426
2003,Assam,Sweet potato,Whole Year,28.384,8.194
2001,Uttar Pradesh,Maize,Rabi,28.376,17.419
2014,Karnataka,Onion,Summer,28.365,5.782
2004,Uttar Pradesh,Sunflower,Summer,28.358,14.432
2000,Bihar,Linseed,Rabi,28.351,41.828
1997,Bihar,Ragi,Whole Year,28.348,31.664
2000,Maharashtra,Sesamum,Kharif,28.31,131.6
2003,Uttar Pradesh,Urad,Summer,28.301,57.741
1999,Maharashtra,Linseed,Rabi,28.3,97.8
2011,Assam,Tapioca,Kharif,28.281,3.875
2000,Odisha,Garlic,Whole Year,28.28,9
2001,Odisha,Garlic,Whole Year,28.28,8.95
2004,Puducherry,Rice,Winter,28.242,12.896
2012,Uttarakhand,Barley,Rabi,28.222,20.702
2003,Uttar Pradesh,Maize,Summer,28.216,20.641
1998,Bihar,Ragi,Kharif,28.171,27.649
2010,Odisha,Urad,Winter,28.1318,89.773
2009,Chhattisgarh,Urad,Kharif,28.064,102.703
2000,Rajasthan,Potato,Whole Year,28.064,2.738
2007,Puducherry,Rice,Rabi,28.051,11.411
2002,Tamil Nadu,Sesamum,Kharif,28.047,64.481
2004,Assam,Sweet potato,Whole Year,28.03,8.026
2001,Odisha,Horse-gram,Kharif,28.0161,91.171
2007,Andhra Pradesh,Moong(Green Gram),Kharif,28,57
2007,Punjab,Gram,Rabi,28,27
2007,Jharkhand,Ragi,Autumn,27.952,30.55012
2000,Rajasthan,Garlic,Whole Year,27.952,11.499
2001,Rajasthan,Potato,Whole Year,27.866,2.448
2002,Rajasthan,Guar seed,Whole Year,27.852,556.429
2000,West Bengal,Urad,Kharif,27.815,56.233
2000,Haryana,Jowar,Kharif,27.8,109.354
2004,Dadra and Nagar Haveli,Rice,Kharif,27.788,13.334
2010,Himachal Pradesh,Peas & beans (Pulses),Rabi,27.776,12.843
1998,Himachal Pradesh,Barley,Rabi,27.756,26.752
1999,Dadra and Nagar Haveli,Rice,Kharif,27.754,13.905
2011,Assam,Mesta,Kharif,27.718,4.877
2005,Maharashtra,Sesamum,Kharif,27.7,102.9
2006,Uttarakhand,Barley,Rabi,27.699,24.08
2004,Karnataka,Maize,Summer,27.678,9.056
2002,Andhra Pradesh,Moong(Green Gram),Rabi,27.677,108.621
2014,Assam,Peas & beans (Pulses),Rabi,27.676,29.952
2010,Uttarakhand,Barley,Rabi,27.673,22.032
2013,Assam,Tapioca,Kharif,27.642,3.128
2003,Telangana,Banana,Whole Year,27.612,1.972
2012,Odisha,Urad,Winter,27.5424,79.881
2004,Arunachal Pradesh,Potato,Whole Year,27.518,4.217
2004,Karnataka,Black pepper,Whole Year,27.517,12.344
2012,Haryana,Jowar,Kharif,27.5,55.196
1998,Maharashtra,Linseed,Rabi,27.5,104
2000,Madhya Pradesh,Coriander,Whole Year,27.475,94.705
2006,Odisha,Ragi,Winter,27.4628,39.905
2012,Odisha,Moong(Green Gram),Winter,27.4413,99.426
2013,Uttar Pradesh,Moong(Green Gram),Summer,27.381,41.012
2005,Karnataka,Sweet potato,Whole Year,27.36,3.356
2014,Andhra Pradesh,Ragi,Kharif,27.354,28.742
2011,Chhattisgarh,Onion,Whole Year,27.352,5.284
2001,Andaman and Nicobar Islands,Rice,Kharif,27.333,9.801
2006,Tamil Nadu,Sesamum,Whole Year,27.328,52.624
2002,Rajasthan,Potato,Whole Year,27.296,3.537
1998,Uttar Pradesh,Linseed,Rabi,27.27,71.96
2000,Odisha,Urad,Kharif,27.2556,109.101
2007,Chhattisgarh,Sugarcane,Whole Year,27.254,10.966
2009,Odisha,Moong(Green Gram),Winter,27.2526,120.69
2010,Assam,Urad,Rabi,27.216,48.796
2010,Odisha,Ragi,Winter,27.2066,38.276
2003,Bihar,Linseed,Rabi,27.202,34.696
2001,Gujarat,Gram,Rabi,27.2,49.1
2011,West Bengal,Urad,Kharif,27.191,44.606
2009,Arunachal Pradesh,Sugarcane,Whole Year,27.145,1.476
2003,Gujarat,Moth,Kharif,27.1,47.2
2003,Punjab,Guar seed,Whole Year,27.1,38.5
1998,Meghalaya,Jute,Kharif,27.097,4.241
2001,Karnataka,Sesamum,Kharif,27.086,73.064
2002,West Bengal,Khesari,Rabi,27.084,32.799
1998,Karnataka,Maize,Summer,27.08,11.974
2002,Odisha,Urad,Kharif,27.0678,117.293
1998,Odisha,Groundnut,Autumn,27.051,32.001
2009,Nagaland,Tapioca,Kharif,27.05,2.54
2002,Sikkim,Potato,Whole Year,27.02,5.76
2008,Karnataka,Urad,Kharif,27.017,101.121
1998,Odisha,Ragi,Autumn,27.015,41.039
2004,Chhattisgarh,Onion,Whole Year,27.002,4.472
2006,Haryana,Jowar,Kharif,27,89.158
2003,Rajasthan,Potato,Whole Year,26.997,3.846
2014,Odisha,Ragi,Winter,26.9497,35.945
2011,Meghalaya,Maize,Kharif,26.939,17.303
2007,West Bengal,Khesari,Rabi,26.925,33.501
2014,Karnataka,Horse-gram,Kharif,26.921,57.641
2002,Karnataka,Sweet potato,Whole Year,26.917,3.39
2007,Assam,Mesta,Kharif,26.897,5.253
1997,Odisha,Ragi,Autumn,26.885,41.987
2014,Goa,Banana,Whole Year,26.882,2.38
2000,Telangana,Urad,Kharif,26.869,75.22
2012,Madhya Pradesh,Moong(Green Gram),Kharif,26.845,71.664
2008,Assam,Mesta,Kharif,26.807,5.285
2014,Karnataka,Safflower,Rabi,26.767,32.626
2003,Dadra and Nagar Haveli,Rice,Kharif,26.761,13.314
2011,Karnataka,Sweet potato,Whole Year,26.754,1.836
2012,Assam,Urad,Rabi,26.735,48.527
2001,Bihar,Barley,Rabi,26.709,21.3
2005,Uttarakhand,Onion,Whole Year,26.694,1.996
1999,Odisha,Sesamum,Rabi,26.69,73.98
2009,Uttar Pradesh,Moong(Green Gram),Summer,26.685,37.104
2008,Odisha,Urad,Winter,26.669,90.687
2014,Andhra Pradesh,Castor seed,Kharif,26.668,46.122
2011,West Bengal,Khesari,Rabi,26.651,25.808
2003,Telangana,Papaya,Whole Year,26.608,0.293
2005,Andhra Pradesh,Castor seed,Kharif,26.602,48.027
2010,Puducherry,Rice,Rabi,26.585,10.92
2000,Chhattisgarh,Onion,Whole Year,26.533,3.362
2013,Assam,Peas & beans (Pulses),Rabi,26.509,31.246
2010,Meghalaya,Maize,Kharif,26.5,17.276
2000,Bihar,Barley,Rabi,26.499,22.573
2012,Odisha,Groundnut,Autumn,26.4909,25.179
2006,Andhra Pradesh,Jowar,Kharif,26.417,32.194
2013,Odisha,Groundnut,Autumn,26.4099,24.161
2002,Karnataka,Moong(Green Gram),Kharif,26.399,402.442
2005,Andhra Pradesh,Moong(Green Gram),Kharif,26.386,38.092
2014,Meghalaya,Mesta,Kharif,26.384,4.496
2003,Karnataka,Turmeric,Whole Year,26.381,5.41
2014,Puducherry,Rice,Rabi,26.378,9.006
2013,Telangana,Urad,Kharif,26.377,32.09
2011,Telangana,Groundnut,Kharif,26.36,23.36
2013,Goa,Banana,Whole Year,26.308,2.324
2014,Maharashtra,Safflower,Rabi,26.3,74.2
2008,Karnataka,Sweet potato,Whole Year,26.23,2.592
2013,Meghalaya,Mesta,Kharif,26.228,4.475
